gene,weight
DNM2,0.382109
FCHO,0.382109
EPN,0.382109
EPS15,0.382109
SH3KBP1,0.382109
SNAP91,0.382109
PICALM,0.382109
ITSN,0.382109
SNX9_18_33,0.382109
SLA1,0.382109
PAN1,0.382109
END3,0.382109
DNAJC6,0.382109
LDLR,0.382109
LRP1,0.382109
LRP1B,0.382109
LRP2,0.382109
LRP3_10_12,0.382109
LRP4,0.382109
LRP8,0.382109
VLDLR,0.382109
LDLRAP1,0.382109
DAB1,0.382109
DAB2,0.382109
NUMBL,0.382109
APBB1,0.382109
APBA2,0.382109
MAPK8IP1,0.382109
MAPK8IP2,0.382109
GIPC,0.382109
SYNJ2BP,0.382109
ITGB1BP1,0.382109
NOS1AP,0.382109
LDB19,0.382109
ECM21,0.382109
ALY1_2,0.382109
ART4_5_7,0.382109
RIM8,0.382109
GRB10,0.382109
GFRAL,0.382109
SYNJ,0.382109
SHIP2,0.382109
HIP1R,0.382109
CTTN,0.382109
CANX,0.382109
SH3GL,0.382109
SH3GLB1,0.382109
SH3GLB2,0.382109
AGFG1,0.382109
SGIP1,0.382109
SH3BP4,0.382109
STON1_2,0.382109
REPS,0.382109
NECAP1_2,0.382109
ZDHHC6,0.382109
ANKRD13,0.382109
SHKBP1,0.382109
CNPY1_2,0.382109
WDFY2,0.382109
AAGAB,0.382109
SERINC4,0.382109
SERINC5,0.382109
MXRA8,0.382109
KIAA0319,0.382109
LMBR1,0.382109
EHD2,0.382109
MLC1,0.382109
ARHGAP26,0.382109
LINGO,0.382109
FCAR,0.382109
FCGR1A,0.382109
FCGR2A,0.382109
FCGR2B,0.382109
FCGR2C,0.382109
FCGR3,0.382109
FCGRT,0.382109
CR1,0.382109
IGH,0.382109
COLEC11,0.382109
COLEC12,0.382109
MBL,0.382109
SFTPA,0.382109
SFTPD,0.382109
C1QL,0.382109
TLR4,0.382109
TLR6,0.382109
MRC,0.382109
CLEC4M,0.382109
CLEC7A,0.382109
MSR1,0.382109
MARCO,0.382109
OLR1,0.382109
SCARF1,0.382109
GPNMB,0.382109
GULP1,0.382109
MEGF10_11,0.382109
PIKFYVE,0.382109
SNX1_2,0.382109
SNX5_6_32,0.382109
ARHGEF26,0.382109
SWAP70,0.382109
BIN3,0.382109
TRIP10,0.382109
FNBP1,0.382109
SRGAP,0.382109
ARHGAP4,0.382109
PACSIN,0.382109
PSTPIP1,0.382109
PSTPIP2,0.382109
FCHSD,0.382109
NOSTRIN,0.382109
GAS7,0.382109
RGD1,0.382109
BAIAP2,0.382109
BAIAP2L1,0.382109
BAIAP2L2,0.382109
MTSS1,0.382109
ANKFY1,0.382109
RABEP1,0.382109
RABEP2,0.382109
RABGEF1,0.382109
EEA1,0.382109
SHIP1,0.382109
PIK3CG,0.382109
PIK3R5_6,0.382109
VPS45,0.382109
APPL2,0.382109
USP6NL,0.382109
TBC1D3,0.382109
F8A,0.382109
ZDHHC1_11,0.382109
RIN1,0.382109
RIN2_3,0.382109
ARAP1,0.382109
ARAP2,0.382109
ARAP3,0.382109
SMAP,0.382109
GIT1,0.382109
GIT2,0.382109
PSD,0.382109
IQSEC,0.382109
CYTH,0.382109
TBC1D24,0.382109
ELMOD,0.382109
FUT1_2,0.382109
PI4KA,0.382109
EFR3,0.382109
TTC7,0.382109
FAM126,0.382109
YPP1,0.382109
TMEM150,0.382109
IGFBP1,0.382109
IGFBP2,0.382109
IGFBP4,0.382109
IGFBP5,0.382109
IGFBP6,0.382109
IGFBP7,0.382109
CTGF,0.382109
NOV,0.382109
CYR61,0.382109
IGFBPL1,0.382109
CCN4,0.382109
CCN5,0.382109
CCN6,0.382109
MSLN,0.382109
NCOA7,0.382109
RAB7B,0.382109
VPS35,0.382109
VPS29,0.382109
VPS26A_B,0.382109
RILP,0.382109
RILPL1,0.382109
DENND3,0.382109
TBC1D2,0.382109
TBC1D5,0.382109
TBC1D15,0.382109
OSBPL1_2,0.382109
ANKRD27,0.382109
SGSM3,0.382109
FYCO1,0.382109
ARL8,0.382109
BLOC1S1,0.382109
BORCS5,0.382109
BORCS6,0.382109
BORCS7,0.382109
MEF2BNB,0.382109
NAA30,0.382109
NAA35,0.382109
NAA38,0.382109
PLEKHM2,0.382109
HGS,0.382109
STAM,0.382109
FAM125,0.382109
MVB12,0.382109
UBAP1,0.382109
CHMP5,0.382109
VPS4,0.382109
VTA1,0.382109
VPS3,0.382109
VPS8,0.382109
VPS11,0.382109
VPS16,0.382109
VPS18,0.382109
VPS33A,0.382109
VPS39,0.382109
VPS41,0.382109
WDR7,0.382109
RAV2,0.382109
AP3D,0.382109
AP3B,0.382109
AP3M,0.382109
AP3S,0.382109
BLOC1S3,0.382109
BLOC1S4,0.382109
BLOC1S5,0.382109
BLOC1S6,0.382109
DTNBP1,0.382109
BLI1,0.382109
BLS1,0.382109
CNL1,0.382109
SNN1,0.382109
VAB2,0.382109
HPS3,0.382109
HPS5,0.382109
HPS6,0.382109
HPS1,0.382109
HPS4,0.382109
MYOF,0.382109
MON1,0.382109
CCZ1,0.382109
RMC1,0.382109
TMEM106B,0.382109
TMEM189,0.382109
DRAM1,0.382109
DRAM2,0.382109
LYST,0.382109
NEBL1_2,0.382109
VPS33B,0.382109
VIPAS39,0.382109
OSTM1,0.382109
GRN,0.382109
SAMD9,0.382109
SERINC2,0.382109
LRBA,0.382109
WDR11,0.382109
WDR91,0.382109
ZFYVE28,0.382109
VPS1,0.382109
BPH1,0.382109
RAB4A,0.382109
RAB17,0.382109
RAB22,0.382109
RAB23,0.382109
RAB25,0.382109
RUFY1_2,0.382109
AKAP10,0.382109
NBEA,0.382109
KIF21,0.382109
TBC1D16,0.382109
RAB11FIP1_2_5,0.382109
RAB11FIP3_4,0.382109
WDR44,0.382109
SEC13,0.382109
EVI5,0.382109
TBC1D12,0.382109
TBC1D14,0.382109
UNC119,0.382109
SH3TC,0.382109
EHD3,0.382109
PDE6D,0.382109
REP15,0.382109
TBC1D2B,0.382109
TBC1D7,0.382109
TBC1D13,0.382109
FSCN1,0.382109
DENND1,0.382109
DENND4,0.382109
FER1L5,0.382109
FER1L6,0.382109
GRIP,0.382109
ZDHHC5_8,0.382109
ANG2,0.382109
VPS52,0.382109
VPS53,0.382109
VPS50,0.382109
WASH1,0.382109
FAM21,0.382109
CCDC53,0.382109
RTSC,0.382109
MRT43,0.382109
VPS26C,0.382109
VPS35L,0.382109
EIPR1,0.382109
SNX10_11,0.382109
SNX27,0.382109
SDCCAG3,0.382109
ANKRD50,0.382109
PHETA,0.382109
MAGEL2,0.382109
KIAA1109,0.382109
TMX2,0.382109
RAB6C,0.382109
RAB9A,0.382109
RAB9B,0.382109
BICD,0.382109
DENND2,0.382109
DENND5,0.382109
GCC1,0.382109
GCC2,0.382109
GOLGA4,0.382109
GORAB,0.382109
TBC1D23,0.382109
RABGAP1,0.382109
RABEPK,0.382109
TMF1,0.382109
PLIN3,0.382109
DYNLRB,0.382109
SGSM1,0.382109
VPS13A_C,0.382109
VPS13B,0.382109
VPS13D,0.382109
ARL1,0.382109
ARFRP1,0.382109
ARFGAP1,0.382109
ARFGAP2_3,0.382109
AGAP,0.382109
AGAP2,0.382109
ASAP,0.382109
ARFGEF,0.382109
GBF1,0.382109
COG1,0.382109
COG2,0.382109
COG3,0.382109
COG4,0.382109
COG5,0.382109
COG6,0.382109
COG7,0.382109
COG8,0.382109
VPS51,0.382109
VPS54,0.382109
TRAPPC1,0.382109
TRAPPC2,0.382109
TRAPPC3,0.382109
TRAPPC4,0.382109
TRAPPC5,0.382109
TRAPPC6,0.382109
TRAPPC8,0.382109
TRAPPC9,0.382109
TRAPPC10,0.382109
TRAPPC11,0.382109
TRAPPC12,0.382109
TRAPPC13,0.382109
TRS65,0.382109
TCA17,0.382109
AP1G1,0.382109
AP1B1,0.382109
AP1M,0.382109
AP1S1_2,0.382109
AP1S3,0.382109
AP4E1,0.382109
AP4B1,0.382109
AP4M1,0.382109
AP4S1,0.382109
GGA,0.382109
AFTPH,0.382109
HEATR5,0.382109
SYNRG,0.382109
PLEKHA3,0.382109
PLEKHA8,0.382109
ARFIP,0.382109
ARHGAP21_23,0.382109
SCOC,0.382109
SPAG9,0.382109
SYS1,0.382109
MYO18,0.382109
PACS1,0.382109
GOLIM4,0.382109
TMEM165,0.382109
TMEM199,0.382109
CCDC115,0.382109
SERINC1,0.382109
SERINC3,0.382109
SNX8,0.382109
KIAA0319L,0.382109
SORL1,0.382109
CLINT1,0.382109
SAR1,0.382109
SEC31,0.382109
SEC23,0.382109
SEC24,0.382109
PREB,0.382109
SEC16,0.382109
TMED4_9_11,0.382109
TMED2,0.382109
TMED1,0.382109
TMED5,0.382109
TMED7,0.382109
TMED3,0.382109
TMED6,0.382109
TMED10,0.382109
PDIA2,0.382109
PDIA4,0.382109
PDIA5,0.382109
PDIA6,0.382109
PDILT,0.382109
ERP27,0.382109
ERP29,0.382109
TXNDC5,0.382109
TXNDC10,0.382109
TXNDC12,0.382109
AGR2,0.382109
AGR3,0.382109
DNAJC10,0.382109
RAB2B,0.382109
RAPGEF4,0.382109
GOLGA2,0.382109
RABAC1,0.382109
TBC1D20,0.382109
TBC1D22,0.382109
TRIP11,0.382109
YIF1,0.382109
IER3IP1,0.382109
RUSC2,0.382109
USO1,0.382109
LMAN1,0.382109
MCFD2,0.382109
LMAN2,0.382109
MAN1A_C,0.382109
MAN1B,0.382109
ERGIC1,0.382109
ERGIC2,0.382109
ERGIC3,0.382109
CNIH,0.382109
ERV29,0.382109
NUCB,0.382109
COPD,0.382109
COPZ,0.382109
NBAS,0.382109
RINT1,0.382109
SEC39,0.382109
WRB,0.382109
GET2,0.382109
arsA,0.382109
GET4,0.382109
UBL4,0.382109
RAB33A,0.382109
RIC1,0.382109
RGP1,0.382109
GOLGB1,0.382109
KDELR,0.382109
OSBP,0.382109
OSBP2,0.382109
OSBPL3_6_7,0.382109
OSBPL5,0.382109
OSBPL8,0.382109
OSBPL9_10_11,0.382109
FXYD1,0.382109
FXYD7,0.382109
YIPF1_2,0.382109
YIPF3,0.382109
YIPF4,0.382109
YIPF5_7,0.382109
YIPF6,0.382109
EMC1,0.382109
EMC2,0.382109
EMC3,0.382109
EMC4,0.382109
MMGT1,0.382109
EMC6,0.382109
EMC7,0.382109
EMC8_9,0.382109
EMC10,0.382109
PGAP1,0.382109
PGAP2,0.382109
PGAP3,0.382109
MPPE1,0.382109
WHAMM,0.382109
FKTN,0.382109
FKRP,0.382109
FAM20A,0.382109
FAM20B,0.382109
FAM20C,0.382109
SEPN1,0.382109
PRAF2,0.382109
ARL6IP5,0.382109
ARL6IP1,0.382109
GRAMD4,0.382109
LMF1,0.382109
VAPA,0.382109
ANKS1,0.382109
ANKS4B,0.382109
ARV1,0.382109
KEG1,0.382109
KRE6,0.382109
PIEZO1_2,0.382109
MANF,0.382109
SAMD8,0.382109
ATL,0.382109
SPAST,0.382109
LNPK,0.382109
CLN8,0.382109
DYM,0.382109
PITPNM,0.382109
STEEP1,0.382109
FRRS1L,0.382109
SEY1,0.382109
ATG17,0.382109
ATG29,0.382109
ATG31,0.382109
ATG14,0.382109
ATG38,0.382109
ATG9,0.382109
ATG5,0.382109
ATG16L1,0.382109
ATG16L2,0.382109
ATG16,0.382109
RETREG,0.382109
MAN2C1,0.382109
ATG19_34,0.382109
ATG11,0.382109
ATG15,0.382109
ATG23,0.382109
ATG27,0.382109
VAC8,0.382109
BNIP3,0.382109
BNIP3L,0.382109
ATG32,0.382109
CLEC16A,0.382109
TAX1BP1,0.382109
NBR1,0.382109
HK,0.382109
BAG4,0.382109
ATPIF1,0.382109
SIAH3,0.382109
TOM7,0.382109
SPATA18,0.382109
FUNDC1,0.382109
FUNDC2,0.382109
ATG33,0.382109
PEX3,0.382109
PEX14,0.382109
ATG36,0.382109
ATG30,0.382109
PEX1,0.382109
PEX6,0.382109
PEX15,0.382109
SEPA1,0.382109
WDFY3,0.382109
EPG2,0.382109
BAG3,0.382109
CALCOCO2,0.382109
TMEM173,0.382109
LGALS8,0.382109
HBB,0.382109
RCAN1,0.382109
RNASE1_2,0.382109
UBQLN,0.382109
BAG1,0.382109
ST13,0.382109
DNAJA1,0.382109
GFAP,0.382109
NVJ1,0.382109
STBD1,0.382109
MEFV,0.382109
NLRP1,0.382109
NLRP3,0.382109
RMDN3,0.382109
PACS2,0.382109
MLST8,0.382109
DEPTOR,0.382109
RAPTOR,0.382109
AKT1S1,0.382109
TCO89,0.382109
MAPKAP1,0.382109
RICTOR,0.382109
PRR5,0.382109
AVO2,0.382109
BIT61_2,0.382109
DEPDC5,0.382109
NPRL2,0.382109
NPRL3,0.382109
WDR24,0.382109
WDR59,0.382109
MIOS,0.382109
SEH1,0.382109
KPTN,0.382109
ITFG2,0.382109
C12ORF66,0.382109
SZT2,0.382109
IGBP1,0.382109
TECPR1,0.382109
NLRP4,0.382109
NLRP10,0.382109
UVRAG,0.382109
RUBCN,0.382109
UMF1,0.382109
SLC36A,0.382109
NRP2,0.382109
WDFY1,0.382109
WDFY4,0.382109
WDR45,0.382109
TECPR2,0.382109
CISD2,0.382109
EPG5,0.382109
WAC,0.382109
VMA21,0.382109
JMY,0.382109
TTC5,0.382109
FEZ1,0.382109
FEZ2,0.382109
NOX3,0.382109
NOX5,0.382109
DUOX,0.382109
NOXA1,0.382109
NOXO1,0.382109
DUOXA1,0.382109
DUOXA2,0.382109
SH3PXD2,0.382109
MYO5,0.382109
MYO7A,0.382109
MYO7B,0.382109
ARPC1A_B,0.382109
ARPC2,0.382109
ARPC3,0.382109
ARPC4,0.382109
ARPC5,0.382109
WAS,0.382109
WASL,0.382109
WIPF,0.382109
LRRC16,0.382109
DBNL,0.382109
BBC1,0.382109
LSB1_2,0.382109
SH3YL1,0.382109
LSB5,0.382109
PI4K2,0.382109
MYOT,0.382109
ANKRD1,0.382109
ANKRD2,0.382109
ANKRD23,0.382109
TCAP,0.382109
TAGLN,0.382109
MUC3_17,0.382109
MUC4,0.382109
MUC12,0.382109
MUC15,0.382109
MUC16,0.382109
MUC20,0.382109
MUC21,0.382109
MUC22,0.382109
MUC2,0.382109
MUC5AC,0.382109
MUC5B,0.382109
MUC6,0.382109
MUC7,0.382109
MUC19,0.382109
RAB32,0.382109
RAB38,0.382109
SGSM2,0.382109
RAB24,0.382109
TBC1D25,0.382109
RAB18,0.382109
APMAP,0.382109
ABR,0.382109
ARHGAP1,0.382109
CHN1_2,0.382109
ARHGAP5,0.382109
ARHGAP6,0.382109
DLC,0.382109
ARHGAP8,0.382109
ARHGAP9,0.382109
ARHGAP10,0.382109
ARHGAP11,0.382109
ARHGAP12_27,0.382109
ARHGAP15,0.382109
ARHGAP17,0.382109
ARHGAP18_28_40,0.382109
ARHGAP19,0.382109
ARHGAP20,0.382109
ARHGAP22_24_25,0.382109
ARHGAP29_45,0.382109
ARHGAP30,0.382109
ARHGAP31,0.382109
ARHGAP32,0.382109
ARHGAP33,0.382109
ARHGAP35,0.382109
ARHGAP36,0.382109
ARHGAP39,0.382109
OPHN1,0.382109
ARHGAP42,0.382109
SH3BP1,0.382109
ARHGAP44,0.382109
GMIP,0.382109
TAGAP,0.382109
SYDE,0.382109
MYO9,0.382109
UBXN11,0.382109
ARHGEF2,0.382109
ARHGEF3_8,0.382109
ARHGEF4_29,0.382109
ARHGEF5,0.382109
ARHGEF6,0.382109
ARHGEF7,0.382109
ARHGEF9,0.382109
ARHGEF13,0.382109
MCF2,0.382109
ARHGEF15,0.382109
ARHGEF16,0.382109
ARHGEF17,0.382109
ARHGEF18,0.382109
ARHGEF19,0.382109
ARHGEF25,0.382109
NGEF,0.382109
ARHGEF28,0.382109
ECT2,0.382109
DNMBP,0.382109
ARHGEF37,0.382109
ARHGEF38,0.382109
ARHGEF39,0.382109
ARHGEF40,0.382109
DOCK1,0.382109
DOCK2,0.382109
DOCK3,0.382109
DOCK4,0.382109
DOCK5,0.382109
DOCK6_7_8,0.382109
DOCK9_10_11,0.382109
GRM5,0.3813574
GRIA1,0.3813574
GRIA2,0.3813574
GRIA3,0.3813574
GRIA4,0.3813574
IFT57,0.3813574
gpx,0.3813574
BDNF,0.3813574
DNAH,0.3813574
DNALI,0.3813574
DNAI1,0.3813574
DNAI2,0.3813574
DNAL1,0.3813574
DNAL4,0.3813574
APP,0.37869811
PSEN2,0.37869811
HTRA2,0.37869811
CAPN1,0.37869811
CAPN2,0.37869811
C5,0.36816071
IL1R2,0.341994
PDGFC_D,0.341994
SRD5A2,0.341994
npr,0.33272942
zmpB,0.33272942
prtC,0.33272942
iga,0.33272942
MEP,0.33272942
CDC6,0.316525
CHRNA4,0.316525
CHRNB2,0.316525
CHRNA3,0.316525
CHRNB4,0.316525
CACNA1A,0.316525
ADRB1,0.316525
ADRB2,0.316525
ADRB3,0.316525
CHRNA9,0.316525
PAQR7,0.316525
PAQR8,0.316525
PAQR5,0.316525
TNFSF11,0.316525
PTGES3,0.316525
AIP,0.316525
KPNA3_4,0.316525
CYP1A1,0.316525
CYP1B1,0.316525
UGT,0.316525
CYP2B6,0.316525
CYP2B,0.316525
CYP3A4,0.316525
CYP3A,0.316525
CYP1A2,0.316525
CD9,0.2708103
CD63,0.2708103
CD81,0.2708103
MFGE8,0.2708103
ICAM1,0.2708103
VIL2,0.2708103
MSN,0.2708103
RDX,0.2708103
ENO,0.2708103
PGK,0.2708103
PPIA,0.2708103
PRDX1,0.2708103
PRDX2_4,0.2708103
CLIC1,0.2708103
SDCBP,0.2708103
YWHAB_Q_Z,0.2708103
YWHAE,0.2708103
YWHAG_H,0.2708103
EEF2,0.2708103
ANXA5,0.2708103
GDI1_2,0.2708103
MHC2,0.2708103
CD2,0.2708103
CD3Z,0.2708103
CD37,0.2708103
CD44,0.2708103
CD53,0.2708103
CD59,0.2708103
KAI1,0.2708103
CD86,0.2708103
TSPAN5,0.2708103
TSPAN33,0.2708103
IGSF8,0.2708103
IGF2R,0.2708103
IGFALS,0.2708103
SLC3A2,0.2708103
ITGAL,0.2708103
ITFG1,0.2708103
ITFG3,0.2708103
CIB1,0.2708103
FERMT3,0.2708103
FAT1_2_3,0.2708103
PARV,0.2708103
VASP,0.2708103
CAPG,0.2708103
FLNA,0.2708103
GSN,0.2708103
PHB1,0.2708103
SEPT6_8_11,0.2708103
SEPT3_9_12,0.2708103
SGTA,0.2708103
TLN,0.2708103
TBCB,0.2708103
VIM,0.2708103
groEL,0.2708103
dnaK,0.2708103
CCT1,0.2708103
CCT2,0.2708103
CCT3,0.2708103
CCT4,0.2708103
CCT5,0.2708103
CCT6,0.2708103
CCT7,0.2708103
ACLY,0.2708103
FASN,0.2708103
GPI,0.2708103
gnl,0.2708103
FEN1,0.2708103
IMPDH,0.2708103
PSME3,0.2708103
PSMF1,0.2708103
tuf,0.2708103
EIF3E,0.2708103
EIF3F,0.2708103
EIF4A,0.2708103
ANXA7_11,0.2708103
ATP1A,0.2708103
RAP1B,0.2708103
RHOG,0.2708103
G3BP1,0.2708103
ARHGDI,0.2708103
IQGAP1,0.2708103
MVP,0.2708103
CLIC4,0.2708103
M6PR,0.2708103
TSPAN7,0.2708103
TM9SF2_4,0.2708103
TM9SF3,0.2708103
DAF,0.2708103
HINT1,0.2708103
HNRNPA2B1,0.2708103
ANP32B,0.2708103
CNP,0.2708103
MBP,0.2708103
MOG,0.2708103
PLP1,0.2708103
CP,0.2708103
BASP1,0.2708103
CD14,0.2708103
FCER1G,0.2708103
FCRL6,0.2708103
LGALS3,0.2708103
LPL,0.2708103
SLC16A1,0.2708103
S100A10,0.2708103
TPM1,0.2708103
PLS1,0.2708103
LCP1,0.2708103
GPA33,0.2708103
E2.7.3.2,0.2708103
LDH,0.2708103
KRT1,0.2708103
KRT2,0.2708103
EPCAM,0.2708103
ALB,0.2708103
APOE,0.2708103
ASGR1,0.2708103
CLU,0.2708103
FGB,0.2708103
HBA,0.2708103
MYL9,0.2708103
MYLPF,0.2708103
PGRMC1_2,0.2708103
PON,0.2708103
REEP5_6,0.2708103
SLC10A7,0.2708103
ABCG2,0.2708103
ACSL,0.2708103
ANGPTL4,0.2708103
B2M,0.2708103
BTN,0.2708103
CEL,0.2708103
CHRDL2,0.2708103
CSN1S1,0.2708103
CSN2,0.2708103
CSN3,0.2708103
FABP3,0.2708103
FOLR,0.2708103
GPRC5B,0.2708103
HAPLN3,0.2708103
LTF,0.2708103
MIF,0.2708103
PIGR,0.2708103
PLIN2,0.2708103
SELENBP1,0.2708103
SLC34A,0.2708103
STOM,0.2708103
TC2N,0.2708103
TACSTD2,0.2708103
XDH,0.2708103
THY1,0.2708103
AQP1,0.2708103
AQP2,0.2708103
HSPB1,0.2708103
ACAT,0.2708103
ACOT7,0.2708103
E3.3.1.1,0.2708103
adk,0.2708103
APRT,0.2708103
ARSE,0.2708103
argH,0.2708103
argG,0.2708103
CA2,0.2708103
CA4,0.2708103
CRYM,0.2708103
CTH,0.2708103
DDAH,0.2708103
DDC,0.2708103
DPYS,0.2708103
FAH,0.2708103
FBP,0.2708103
FUCA,0.2708103
FXYD2,0.2708103
GAA,0.2708103
galK,0.2708103
GBE1,0.2708103
MOGS,0.2708103
glpK,0.2708103
GLB1,0.2708103
glnA,0.2708103
GSS,0.2708103
hemB,0.2708103
HNMT,0.2708103
HPD,0.2708103
HPGD,0.2708103
KHK,0.2708103
KL,0.2708103
LSC2,0.2708103
LYZ,0.2708103
MPO,0.2708103
MTHFD,0.2708103
NAGLU,0.2708103
PCBD,0.2708103
E3.1.3.1,0.2708103
serA,0.2708103
PKLR,0.2708103
PLOD1,0.2708103
purH,0.2708103
SPR,0.2708103
AKR1A1,0.2708103
FTH1,0.2708103
ANXA13,0.2708103
RACK1,0.2708103
IQGAP2_3,0.2708103
GNAO,0.2708103
ABCB1,0.2708103
ABCC9,0.2708103
ABCB11,0.2708103
ARL6,0.2708103
AMN,0.2708103
CC2D1,0.2708103
CETP,0.2708103
CFH,0.2708103
COL18A,0.2708103
CRYAB,0.2708103
CTNS,0.2708103
CUBN,0.2708103
DSC2,0.2708103
DSP,0.2708103
EFEMP1,0.2708103
EFEMP2,0.2708103
FGA,0.2708103
FGG,0.2708103
FTL,0.2708103
GM2A,0.2708103
HSPG2,0.2708103
IL1RN,0.2708103
ITM2B,0.2708103
ITM2C,0.2708103
MYO15,0.2708103
NDRG1,0.2708103
NEB,0.2708103
NPHS2,0.2708103
PDCD10,0.2708103
PSAP,0.2708103
RBP4,0.2708103
ROBO2,0.2708103
RP2,0.2708103
SFN,0.2708103
SLC3A1,0.2708103
SLC4A1,0.2708103
SLC4A5,0.2708103
SLC5A1,0.2708103
SLC5A2,0.2708103
SLC6A19,0.2708103
SLC12A1,0.2708103
SLC12A3,0.2708103
SLC22A12,0.2708103
SLC25A3,0.2708103
SLC26A4,0.2708103
STXBP4,0.2708103
TECTA,0.2708103
TF,0.2708103
UMOD,0.2708103
VCL,0.2708103
PLS3,0.2708103
UPK1,0.2708103
UPK3A,0.2708103
PRDX3,0.2708103
BSG,0.2708103
CRABP2,0.2708103
HTATIP2,0.2708103
COMT,0.2708103
DLD,0.2708103
fixB,0.2708103
GLUD1_2,0.2708103
G6PD,0.2708103
MARVELD2,0.2708103
PTGFRN,0.2708103
ANXA10,0.2708103
CLDN,0.2708103
CEACAM,0.2708103
IFITM1,0.2708103
IFITM,0.2708103
ACTA2,0.2708103
ACTC1,0.2708103
ACTG2,0.2708103
EFNB,0.2708103
PHB2,0.2708103
MYL6,0.2708103
TBCA,0.2708103
TNFSF10,0.2708103
TSPAN1,0.2708103
TSPAN3,0.2708103
TSPAN4,0.2708103
TSPAN6,0.2708103
TSPAN8,0.2708103
TSPAN14,0.2708103
TSPAN15,0.2708103
SI,0.2708103
PROM1,0.2708103
PROM2,0.2708103
CD46,0.2708103
TOLLIP,0.2708103
POTE,0.2708103
LGALS3BP,0.2708103
IGSF2_3,0.2708103
TPI,0.2708103
EIF3H,0.2708103
RAP2B,0.2708103
RRAS2,0.2708103
RAB43,0.2708103
MYH9s,0.2708103
LGALS1,0.2708103
MYL12,0.2708103
SLC44A2_4_5,0.2708103
ANXA3,0.2708103
ANXA8,0.2708103
MCAM,0.2708103
MLANA,0.2708103
PMEL,0.2708103
TYRP1,0.2708103
APOA1,0.2708103
APOA2,0.2708103
APOB,0.2708103
APOD,0.2708103
APOH,0.2708103
ARMC1,0.2708103
DAAM,0.2708103
FBLN1_2,0.2708103
LBP,0.2708103
ORM,0.2708103
PLVAP,0.2708103
SAA,0.2708103
MIR17,0.2708103
MIR27B,0.2708103
MIR32,0.2708103
MIR96,0.2708103
MIR103,0.2708103
MIR107,0.2708103
MIR133B,0.2708103
MIR151,0.2708103
MIR183,0.2708103
MIR197,0.2708103
MIR199A,0.2708103
MIR222,0.2708103
MIR320,0.2708103
MIR328,0.2708103
MIR335,0.2708103
MIR486,0.2708103
MIR574,0.2708103
MIR1,0.2708103
MIR133A,0.2708103
MIR122,0.2708103
MIR216,0.2708103
MIR217,0.2708103
MIR124,0.2708103
MIRLET7C,0.2708103
MIR16,0.2708103
MIR20A,0.2708103
MIR21,0.2708103
MIR22,0.2708103
MIR24,0.2708103
MIR30B,0.2708103
MIR30C,0.2708103
MIR92A,0.2708103
MIR93,0.2708103
MIR101,0.2708103
MIR106A,0.2708103
MIR125B,0.2708103
MIR128,0.2708103
MIR146A,0.2708103
MIR155,0.2708103
MIR181A,0.2708103
MIR192,0.2708103
MIR223,0.2708103
MIR342,0.2708103
MIR424,0.2708103
MIR150,0.2708103
MIR212,0.2708103
MIR379,0.2708103
MIR433,0.2708103
MIR454,0.2708103
MIR483,0.2708103
MIR584,0.2708103
MIR621,0.2708103
MIR652,0.2708103
MIR760,0.2708103
MIR888,0.2708103
MIR1908,0.2708103
MIR195,0.2708103
MIR18A,0.2708103
MIR135,0.2708103
MIR140,0.2708103
MIR147,0.2708103
MIR149,0.2708103
MIR193B,0.2708103
MIR200A,0.2708103
MIR202,0.2708103
MIR203,0.2708103
MIR205,0.2708103
MIR206,0.2708103
MIR214,0.2708103
MIR324,0.2708103
MIR370,0.2708103
MIR373,0.2708103
MIR485,0.2708103
MIR527,0.2708103
MIR557,0.2708103
MIR593,0.2708103
MIR595,0.2708103
MIR603,0.2708103
MIR608,0.2708103
MIR612,0.2708103
MIR634,0.2708103
MIR642,0.2708103
MIR649,0.2708103
MIR23A,0.2708103
MIR26B,0.2708103
MIR30A_D_E,0.2708103
MIR142,0.2708103
MIR145,0.2708103
MIR199B,0.2708103
MIR204,0.2708103
MIR215,0.2708103
MIR219,0.2708103
MIR367,0.2708103
MIR376,0.2708103
MIR378,0.2708103
MIR451,0.2708103
MIR517,0.2708103
MIR518,0.2708103
MIR520,0.2708103
MIR646,0.2708103
MIR184,0.2708103
MIR200C,0.2708103
MIR210,0.2708103
MIR449B,0.2708103
MIR650,0.2708103
MIR19A,0.2708103
MIR19B,0.2708103
MIR301,0.2708103
MIR130B,0.2708103
MIR186,0.2708103
MIR31,0.2708103
MIR185,0.2708103
MIR34B,0.2708103
MIR34C,0.2708103
MIR15B,0.2708103
MIR181C,0.2708103
MIR191,0.2708103
MIR302C,0.2708103
MIR452,0.2708103
MIR488,0.2708103
MIR579,0.2708103
MIR515,0.2708103
MIR26A,0.2708103
MIR27A,0.2708103
MIR98,0.2708103
MIR500,0.2708103
SMC1,0.2676831
SMC3,0.2676831
SCC1,0.2676831
STAG1_2,0.2676831
SCC2,0.2676831
SCC4,0.2676831
MAU2,0.2676831
PDS5,0.2676831
ESCO,0.2676831
CTF18,0.2676831
CTF8,0.2676831
DSCC1,0.2676831
RFC2_4,0.2676831
RFC3_5,0.2676831
TOF1,0.2676831
CSM3,0.2676831
MRC1,0.2676831
DDX11,0.2676831
WDHD1,0.2676831
CDCA5,0.2676831
